34,1
23,2
4,3
75,4
32,5
18,6
53,7
13,8
60,9
130,10
80,11
32,12
86,13
27,14
85,15
13,16
43,17
60,18
141,19
12,20
16,21
46,22
45,23
30,24
108,25
18,26
62,27
112,28
33,29
89,30
24,31
18,32
28,33
9,34
35,35
60,36
91,37
52,38
99,39
59,40
63,41
43,42
45,43
32,44
79,45
37,46
30,47
142,48
60,49
34,50
1,51
44,52
53,53
138,54
31,55
50,56
18,57
44,58
70,59
136,60
26,61
95,62
13,63
21,64
80,65
44,66
80,67
32,68
43,69
11,70
87,71
50,72
43,73
64,74
48,75
48,76
5,77
18,78
46,79
10,80
28,81
27,82
61,83
35,84
9,85
82,86
29,87
57,88
36,89
8,90
88,91
18,92
23,93
47,94
91,95
33,96
59,97
115,98
71,99
7,100
55,101
19,102
31,103
13,104
25,105
24,106
50,107
30,108
21,109
34,110
2,111
32,112
61,113
69,114
26,115
60,116
24,117
44,118
54,119
85,120
5,121
25,122
54,123
63,124
57,125
59,126
87,127
61,128
55,129
51,130
60,131
105,132
36,133
26,134
73,135
32,136
34,137
96,138
29,139
9,140
20,141
41,142
33,143
39,144
51,145
94,146
63,147
62,148
117,149
29,150
88,151
45,152
15,153
13,154
41,155
43,156
7,157
62,158
58,159
28,160
47,161
59,162
37,163
51,164
69,165
30,166
12,167
14,168
14,169
85,170
49,171
4,172
123,173
29,174
120,175
64,176
31,177
48,178
15,179
4,180
25,181
3,182
48,183
104,184
46,185
87,186
32,187
113,188
121,189
85,190
70,191
18,192
64,193
12,194
102,195
111,196
119,197
2,198
42,199
112,200
18,201
11,202
49,203
48,204
44,205
68,206
20,207
52,208
54,209
124,210
11,211
40,212
50,213
111,214
71,215
69,216
95,217
55,218
53,219
44,220
16,221
62,222
79,223
28,224
41,225
70,226
26,227
104,228
38,229
52,230
69,231
44,232
25,233
41,234
59,235
52,236
66,237
62,238
17,239
37,240
51,241
52,242
56,243
122,244
57,245
16,246
43,247
90,248
74,249
40,250
18,251
122,252
38,253
49,254
47,255
29,256
74,257
9,258
15,259
40,260
41,261
84,262
22,263
55,264
25,265
14,266
44,267
60,268
97,269
22,270
46,271
51,272
32,273
48,274
55,275
35,276
13,277
19,278
12,279
111,280
47,281
48,282
52,283
27,284
50,285
50,286
32,287
45,288
124,289
15,290
59,291
1,292
25,293
70,294
40,295
47,296
92,297
51,298
60,299
113,300
51,301
106,302
108,303
143,304
13,305
13,306
58,307
22,308
96,309
68,310
26,311
91,312
12,313
28,314
32,315
36,316
119,317
89,318
83,319
11,320
47,321
76,322
76,323
74,324
112,325
66,326
59,327
86,328
34,329
139,330
57,331
17,332
29,333
98,334
32,335
92,336
48,337
49,338
109,339
66,340
68,341
40,342
88,343
13,344
46,345
5,346
35,347
30,348
125,349
43,350
8,351
111,352
68,353
40,354
125,355
52,356
15,357
29,358
99,359
21,360
40,361
109,362
8,363
19,364
18,365
126,366
24,367
73,368
19,369
41,370
16,371
10,372
31,373
11,374
73,375
67,376
44,377
27,378
25,379
17,380
23,381
54,382
46,383
38,384
12,385
27,386
28,387
61,388
75,389
111,390
32,391
2,392
33,393
9,394
59,395
47,396
18,397
33,398
14,399
63,400
129,401
19,402
70,403
26,404
43,405
46,406
95,407
41,408
66,409
61,410
83,411
39,412
66,413
29,414
28,415
25,416
64,417
62,418
22,419
35,420
41,421
87,422
103,423
115,424
25,425
17,426
56,427
24,428
15,429
57,430
8,431
56,432
68,433
20,434
32,435
59,436
35,437
20,438
8,439
18,440
42,441
30,442
92,443
18,444
68,445
48,446
13,447
52,448
43,449
43,450
50,451
33,452
12,453
38,454
18,455
